title,director,year,country,critic_score,user_score,poster,rt_url
The Face of Fu Manchu,Don Sharp,1965,United Kingdom,,33%,https://resizing.flixster.com/mxlJuLkiDIm03Ragb57eA5bhJOk=/206x305/v1.bTsxMDkwMDk0NTtqOzE3MzE2OzEyMDA7MTE3OzE3OA,https://rottentomatoes.com/m/the_face_of_fu_manchu
Fanatic,Silvio Narizzano,1965,United Kingdom,,,,
Frankenstein Conquers the World,Ishirō Honda,1965,Japan,,,,
Incubus,Leslie Stevens,1965,United States,71,51%,https://resizing.flixster.com/WuZiqViZM_07880FUVJUEwiLOYg=/206x305/v1.bTsxMTYxNjEzODtqOzE3MzI0OzEyMDA7NzMwOzEzMjQ,https://rottentomatoes.com/m/1085069-incubus
Kaidan Katame no Otoko,Tsuneo Kobayashi,1965,Japan,,,,
Kaidan Semushi Otoko,Hajime Sato,1965,Japan,,,,
Monster a Go-Go,Herschell Gordon Lewis,1965,United States,,6%,https://resizing.flixster.com/Wb3FgEYjdtT_GGr0kvAtqdNoUXc=/206x305/v1.bTsxMTI5NzQyMTtqOzE3MzIwOzEyMDA7MTg5NzsyODg3,https://rottentomatoes.com/m/monster_a_gogo
Monsters Crash the Pajama Party,David L. Hewitt,1965,United States,,40%,https://resizing.flixster.com/IaoAYu2G9OOTZi63jTN-AfE1lbk=/206x305/v1.bTsxMjE0MjI3MjtqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/monsters_crash_the_pajama_party
Nightmare Castle,Mario Caiano,1965,Italy,,37%,https://resizing.flixster.com/xUvh_-zMC17zKm9YZ3QzkEL9euo=/206x305/v1.bTsxMTIxMzA2MDtqOzE3MzE5OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/faceless_monster
Orgy of the Dead,Stephen C. Apostolof,1965,United States,0,22%,https://resizing.flixster.com/CYoB7zzV8FPO4L7BFLKiwJQGOec=/206x305/v1.bTsxMTYxNjA4NztqOzE3MzI0OzEyMDA7NjA2OzEwNzY,https://rottentomatoes.com/m/orgy_of_the_dead
Planet of the Vampires,Mario Bava,1965,Italy & Spain,70,51%,https://resizing.flixster.com/33CexkG8ekEw0zuddnOUMxFhyzY=/206x305/v1.bTsxMTYxNjA3NTtqOzE3MzI0OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/planet_of_the_vampires
Repulsion,Roman Polanski,1965,United Kingdom,100,87%,https://resizing.flixster.com/p1C7zCkGajOqG1nsdC6FGE3Kd0k=/206x305/v1.bTsxMTYxNTkxMDtqOzE3MzI0OzEyMDA7MzYwOzUwMA,https://rottentomatoes.com/m/repulsion
The Seventh Grave,Garibaldi Serra Caracciolo,1965,Italy,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/settima-tomba-la-the-seventh-grave
The She Wolf,Rafael Baled&oacute;n,1965,Mexico,,,,
The Skull,Freddie Francis,1965,United Kingdom & United States,,57%,https://resizing.flixster.com/yKtOvNE2hrE3NdraqbecGhkOx4U=/206x305/v1.bTsxMjExMjkyNjtqOzE3Mjg1OzEyMDA7OTM7MTQw,https://rottentomatoes.com/m/skull
Terror-Creatures from the Grave,Massimo Pupillo,1965,Italy & United States,,,,
Two on a Guillotine,William Conrad,1965,United States,,28%,https://resizing.flixster.com/Rp5GD4aCZTgKe-Td-iCb3x9NjwM=/206x305/v1.bTsxMTE5Njk0MDtqOzE3MzE5OzEyMDA7MTg4NDsyNTEy,https://rottentomatoes.com/m/two_on_a_guillotine_1965
Un Vampiro para Dos,Pedro Lazaga,1965,Spain,,,,
La vendetta di Lady Morgan,Massimo Pupillo,1965,Italy,,,,
An Angel for Satan,Camillo Mastrocinque,1966,Italy,,71%,https://resizing.flixster.com/f-E5_gRkcVcs40j0Ve926yQyTjY=/206x305/v1.bTsxMjEyNzE1ODtqOzE3Mjg1OzEyMDA7MTI2OzE3OQ,https://rottentomatoes.com/m/un-angelo-per-satana
Billy the Kid vs. Dracula,William Beaudine,1966,United States,,17%,https://resizing.flixster.com/sGn-WgE6eGwE_PyIypHbCNNRO2M=/206x305/v1.bTsxMTIyMzE4OTtqOzE3MzE5OzEyMDA7MjU1MDszMzAw,https://rottentomatoes.com/m/billy_the_kid_vs_dracula
The Black Cat,Harold Hoffman,1966,United States,,,https://resizing.flixster.com/O9JqkD053eV_AQnH5y-zL1vh58w=/206x305/v1.bTsxMTU1Njk2OTtqOzE3MzIzOzEyMDA7NDAwOzU2NA,https://rottentomatoes.com/m/the-black-cat-1966
Blood Bath,Stephanie Rothman,1966,United States & Socialist Federal Republic of Yugoslavia,,33%,https://resizing.flixster.com/ek_x5eVrVDi1fpiOHiN3PJSPleo=/206x305/v1.bTsxMTMwMzA3NTtqOzE3MzIwOzEyMDA7MTczMjsyNTk4,https://rottentomatoes.com/m/track_of_the_vampire
The Blood Drinkers,Gerardo de Le&oacute;n,1966,United States & Philippines,,30%,https://resizing.flixster.com/rqLMUKAZ1atsNIsBPa7Uel7Tk0M=/206x305/v1.bTsxMjExNDcxNjtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/the_blood_drinkers
But You Were Dead,Gianni Vernuccio,1966,Italy,,,,
Carry on Screaming!,Gerald Thomas,1966,United Kingdom & United States,80,73%,https://resizing.flixster.com/qDtok_XruwvvNnRQApxuAFX2olc=/206x305/v1.bTsxMjEwMzU5NztqOzE3Mjg1OzEyMDA7MzU0OzQ3Mg,https://rottentomatoes.com/m/1209303-carry_on_screaming
Chamber of Horrors,Hy Averback,1966,United States,,38%,https://resizing.flixster.com/TjyE-_SINYQR55ouI_HVr-Yy2hs=/206x305/v1.bTsxMDg4ODAxMztqOzE3MzE2OzEyMDA7MTA1NDsxNjAw,https://rottentomatoes.com/m/10010739-chamber_of_horrors
Curse of the Swamp Creature,Larry Buchanan,1966,United States,,12%,https://resizing.flixster.com/WTc_gOBk-Z21K-xMu0iJ1Q643Ec=/206x305/v1.bTsxMTIyMzE5MjtqOzE3MzE5OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/curse_of_the_swamp_creature
The Deadly Bees,Freddie Francis,1966,United Kingdom,,,,
Death Curse of Tartu,William Grefe,1966,United States,,53%,https://resizing.flixster.com/h8Z4emp9REgOZ88aAbjeRK0DkmI=/206x305/v1.bTszNjA0MTE5O2o7MTczMjE7MTIwMDszODA7NTY3,https://rottentomatoes.com/m/death_curse_of_tartu
The Diabolical Dr. Z,Jes&uacute;s Franco,1966,France & Spain,,,,
Dracula: Prince of Darkness,Terence Fisher,1966,United Kingdom,78,65%,https://resizing.flixster.com/3mWH4ZHgBenEFS-LpWEMjACPWNM=/206x305/v1.bTsxMTYxNjI2ODtqOzE3MzI0OzEyMDA7NzUwOzEwMDA,https://rottentomatoes.com/m/dracula_prince_of_darkness
The Empire of Dracula,Federico Curiel,1966,Mexico,,,,
The Hand of Night,Frederic Goode,1966,United Kingdom,,,,
Island of Terror,Terence Fisher,1966,United Kingdom,,62%,https://resizing.flixster.com/Bszc23QQgDtk9L67E1l7PRGv-T0=/206x305/v1.bTs2MTEzNTA0O2o7MTczMDU7MTIwMDsxOTI7MzUw,https://rottentomatoes.com/m/island_of_terror
Jesse James Meets Frankenstein's Daughter,William Beaudine,1966,United States,,,,
"Kill, Baby, Kill",Mario Bava,1966,Italy,78,70%,https://resizing.flixster.com/u-sHUGn95cygRnKmquNfLgWN0w0=/206x305/v1.bTsxMTI5MDUzMztqOzE3MzIwOzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/kill_baby_kill
Manos: The Hands of Fate,Hal P. Warren,1966,United States,0,20%,https://resizing.flixster.com/CP7BWGwY--koCyaWADR1RFuJU6c=/206x305/v1.bTsxMTIxMTg1NztqOzE3MzE5OzEyMDA7MTUwNTsyMTM1,https://rottentomatoes.com/m/manos_the_hands_of_fate
"Munster, Go Home!",Elio Scardamaglia,1966,United States,,60%,https://resizing.flixster.com/vsmBn_o_Z-SB1k2Qnn_VJXbnGm4=/206x305/v1.bTsxMTYxNzQxNTtqOzE3MzI0OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/munster_go_home
The Murder Clinic,Lionello De Felice,1966,Italy & France,,,,
Naked Evil,Stanley Goulder,1966,United Kingdom,,,,
The Navy vs. the Night Monsters,Michael A. Hoey,1966,United States,,27%,https://resizing.flixster.com/cUnX6v2dAZ4OQ4FEddlOXAzlFy4=/206x305/v1.bTsxMjIxNTg3MjtqOzE3Mjg2OzEyMDA7MTk1OTsyNjEy,https://rottentomatoes.com/m/the_navy_vs_the_night_monsters
The Painted Skin,Bao Fang,1966,Hong Kong,,,,
Picture Mommy Dead,Bert I. Gordon,1966,United States,,53%,https://resizing.flixster.com/HZUcTjs0FRHC_ouodB4A2hQ7Rac=/206x305/v1.bTsxMTU1MzU1MjtqOzE3MzIzOzEyMDA7NTgwOzg2MA,https://rottentomatoes.com/m/picture_mommy_dead
The Plague of the Zombies,John Gilling,1966,United Kingdom,78,53%,https://resizing.flixster.com/n6DKDTuF0kK-rOdMfGA1wj00lDQ=/206x305/v1.bTsxMjE4ODE4ODtqOzE3Mjg2OzEyMDA7MTM2MzsxODE3,https://rottentomatoes.com/m/plague_of_the_zombies
The Psychopath,Freddie Francis,1966,United Kingdom,,36%,https://resizing.flixster.com/FjOZSUhoxlaPyij6AEir3LF5yKU=/206x305/v1.bTsxMjExNDM3OTtqOzE3Mjg1OzEyMDA7MjY2OzQwMA,https://rottentomatoes.com/m/psychopath_1966
Queen of Blood,Curtis Harrington,1966,United States,17,22%,https://resizing.flixster.com/-Ype58FL8A5vq4-NE_b_MbmXlRM=/206x305/v1.bTsxMTIxOTc0MTtqOzE3MzE5OzEyMDA7ODM4OzEyMDA,https://rottentomatoes.com/m/queen_of_blood
"Rasputin, the Mad Monk",Don Sharp,1966,United Kingdom,43,42%,https://resizing.flixster.com/IW0U_RTYo4HW52CvKkAWH3nB6Do=/206x305/v1.bTsxMTYxNzU2ODtqOzE3MzI0OzEyMDA7NzI2Ozk2OA,https://rottentomatoes.com/m/rasputin_the_mad_monk
The Reptile,John Gilling,1966,United Kingdom,,40%,https://resizing.flixster.com/YA_wypUls0dUNYjUwqir5eytz9E=/206x305/v1.bTsxMTYxNjI0MTtqOzE3MzI0OzEyMDA7MzMyOzQ3NQ,https://rottentomatoes.com/m/reptile
The She Beast,Michael Reeves,1966,United Kingdom & Italy,,,,
Sting of Death,William Grefe,1966,United States,,38%,https://resizing.flixster.com/JDtDdG1UxAtYEVjHnyPJveARY2k=/206x305/v1.bTsxMjE5MDQ0MztqOzE3Mjg2OzEyMDA7MjQwOzI0MA,https://rottentomatoes.com/m/sting_of_death
Terror Beneath the Sea,Hajime Sato,1966,Japan,,40%,https://resizing.flixster.com/-_NVu0jCmqN6ImHJIHEapJcjkiM=/206x305/v1.bTsxMTIxMTkxNTtqOzE3MzE5OzEyMDA7MTUzMTsyMTU0,https://rottentomatoes.com/m/terror_beneath_the_sea
The Undertaker and His Pals,David C. Graham,1966,United States,,,,
The Vulture,Lawrence Huntington,1966,United Kingdom & United States & Canada,,,,
The Witch,Damiano Damiani,1966,Italy,,50%,https://resizing.flixster.com/F3CoEFMBONIYdlAv5TARhgcTw0A=/206x305/v1.bTsxMTIyODY5OTtqOzE3MzE5OzEyMDA7MTUwOTsyMTM5,https://rottentomatoes.com/m/the_witch
The Witches,Cyril Frankel,1966,United Kingdom,,,,
Yotsuya Kaidan,Shirō Toyoda,1966,Japan,,,,
Berserk!,Jim O'Connolly,1967,United Kingdom,,34%,https://resizing.flixster.com/JxPszIMqSy3rE3ZTv4n_b7d7SHQ=/206x305/v1.bTsxMjEwODk5NjtqOzE3Mjg1OzEyMDA7MjcwMDszNjAw,https://rottentomatoes.com/m/berserk
Blood of the Virgins,Emilio Vieyra,1967,Argentina,,,https://resizing.flixster.com/9CMpnipZmqHE8yQ4TGpQPBB8-cA=/206x305/v1.bTsxMjI5ODQxMjtqOzE3Mjg3OzEyMDA7MTUwMjsyMTQ1,https://rottentomatoes.com/m/blood_of_the_virgins
Castle of the Walking Dead,Harald Reinl,1967,West Germany,,33%,https://resizing.flixster.com/1AhTk7DFnNiKTbZMbgWualahP7k=/206x305/v1.bTsxMjExNjM1NDtqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/castle_of_the_walking_dead
El coleccionista de cadaveres,Santos Alcocer,1967,Spain & United States,,,,
Corruption,Robert Hartford-Davis,1967,United Kingdom,,,,
Creature of Destruction,Larry Buchanan,1967,United States,,20%,https://resizing.flixster.com/Q8DrW1MZm3isNUUSy033-GDggqc=/206x305/v1.bTsxMTMwNzYzNTtqOzE3MzIwOzEyMDA7ODQ5OzExMzI,https://rottentomatoes.com/m/creature-of-destructionflying-saucer-mysteryufotarget-earth
Even the Wind is Scared,Carlos Enrique Taboada,1967,Mexico,,,,
Eye of the Devil,J. Lee Thompson,1967,United Kingdom,,,,
The Fearless Vampire Killers,Roman Polanski,1967,United Kingdom & United States,67,76%,https://resizing.flixster.com/5BBrNF0_YBwnPUrHxIPPR9HqeZU=/206x305/v1.bTsxMTI5MjYyNTtqOzE3MzIwOzEyMDA7MTU0NTsyMDYw,https://rottentomatoes.com/m/the_fearless_vampire_killers
Frankenstein Created Woman,Terence Fisher,1967,United Kingdom,60,58%,https://resizing.flixster.com/VnQreWqTOz_UcH2yB8hmuaSa6d8=/206x305/v1.bTsxMTYyMDI4MztqOzE3MzI0OzEyMDA7MzM2OzQ3NQ,https://rottentomatoes.com/m/frankenstein_created_woman
The Frozen Dead,Herbert J. Leder,1967,United Kingdom,,,,
The Gruesome Twosome,Herschell Gordon Lewis,1967,United States,,42%,https://resizing.flixster.com/TIzGbN3Ok0qzYCMhqhkGlIV3Ux8=/206x305/v1.bTsxMTIxNTk4ODtqOzE3MzE5OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/gruesome_twosome
Hillbillys in a Haunted House,Jean Yarbrough,1967,United States,,17%,https://resizing.flixster.com/wHAGzy7Ntvhny20iFbi2CQ7uI2U=/206x305/v1.bTsxMTIxMzk3MDtqOzE3MzE5OzEyMDA7MTA5OTsxNjAw,https://rottentomatoes.com/m/hillbillies_in_a_haunted_house
It!,Herbert J. Leder,1967,United States & United Kingdom,,,,
Maneater of Hydra,Mel Welles,1967,Spain & West Germany,,,,
The Mummy's Shroud,John Gilling,1967,United Kingdom,,19%,https://resizing.flixster.com/wiQoeTmpFNFubvWNizf8t-cHda4=/206x305/v1.bTsxMjE5MTMwMjtqOzE3Mjg2OzEyMDA7MjE0OzMwMA,https://rottentomatoes.com/m/mummys_shroud
Night of the Big Heat,Terence Fisher,1967,United Kingdom,,39%,https://resizing.flixster.com/T7rFQ6rZs0Ik6jC584D6iBqaLuY=/206x305/v1.bTsxMDg1NDQ3OTtqOzE3MzE1OzEyMDA7MTAwOzEzNw,https://rottentomatoes.com/m/night_of_the_big_heat
Quatermass and the Pit,Roy Ward Baker,1967,United Kingdom,80,73%,https://resizing.flixster.com/pP2PZ72IbCzqQf_3B1sX3CzIShU=/206x305/v1.bTsxMjE4NzMyODtqOzE3Mjg2OzEyMDA7NjA4OzEwNzI,https://rottentomatoes.com/m/quatermass_and_the_pit
She Freak,Byron Mabe,1967,United States,,0%,https://resizing.flixster.com/EgxSd6yy_3MOuUB0D0ubrY7Aabk=/206x305/v1.bTsxMTMwNDMwMTtqOzE3MzIwOzEyMDA7MTUwMDsyMTI0,https://rottentomatoes.com/m/she_freak
The Shuttered Room,David Greene,1967,United Kingdom,,43%,https://resizing.flixster.com/2Q8xrpeMlzM2oO_qHqbbZPQsVsE=/206x305/v1.bTsxMDg4ODM2MDtqOzE3MzE2OzEyMDA7MTg4OzMwMA,https://rottentomatoes.com/m/shuttered_room
Something Weird,Herschell Gordon Lewis,1967,United States,,,,
The Sorcerers,Michael Reeves,1967,United Kingdom,100,59%,https://resizing.flixster.com/A2HYSKsCkAXAghjlNSErfJhAi0s=/206x305/v1.bTsxMTIyMTM1MTtqOzE3MzE5OzEyMDA7MTk5ODsyNjY0,https://rottentomatoes.com/m/sorcerers
The Spirit is Willing,William Castle,1967,United States,,76%,https://resizing.flixster.com/zwniZCjEG4LZl74x31fhOtDwSoM=/206x305/v1.bTsxMTIxODM3NztqOzE3MzE5OzEyMDA7MTQ0ODsyMjAw,https://rottentomatoes.com/m/the_spirit_is_willing
Succubus,Jes&uacute;s Franco,1967,West Germany & Spain,,53%,https://resizing.flixster.com/Ue4XbmhjfJkV0YHXWmr-FUQMY5I=/206x305/v1.bTsxMjE0NzM2MztqOzE3Mjg1OzEyMDA7MTQ0OzE5Ng,https://rottentomatoes.com/m/succubus_1967
A Taste of Blood,Herschell Gordon Lewis,1967,United States,,42%,https://resizing.flixster.com/8dUrz-xDjvpoA6o_efjfbI78pfk=/206x305/v1.bTsxMTMwNDMwNztqOzE3MzIwOzEyMDA7MTUwMzsyMTMz,https://rottentomatoes.com/m/a_taste_of_blood
Theatre of Death,Samuel Gallu,1967,United Kingdom,,24%,https://resizing.flixster.com/zHZe1R3LJmyHryLi4RjbMxsJwT8=/206x305/v1.bTsxMDg2Njc4NztqOzE3MzE1OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/theatre_of_death
This Night I'll Possess Your Corpse,Jos&eacute; Mojica Marins,1967,Brazil,,68%,https://resizing.flixster.com/QmmUnSVZ9k2SM7m5W_XEpwg3IzE=/206x305/v1.bTsxMTYxOTU5NztqOzE3MzI0OzEyMDA7NTAwOzcyOA,https://rottentomatoes.com/m/this_night_ill_possess_your_corpse
Torture Garden,Freddie Francis,1967,United Kingdom,,,,
The Touch of Her Flesh,Michael Findlay,1967,United States,,80%,https://resizing.flixster.com/NYRB__9nNOU4dXI59CwiPZChJ0k=/206x305/v1.bTs3MTAwNTY1O2o7MTczMTc7MTIwMDs5ODsxNDA,https://rottentomatoes.com/m/the_touch_of_her_flesh_1967
Viy,Konstantin Yershov,1967,Soviet Union,,80%,https://resizing.flixster.com/7ykycoCC3VD0ZF3Zal9bnTXo_tM=/206x305/v1.bTsxMTYxNzE1NTtqOzE3MzI0OzEyMDA7MzM2OzQ3NQ,https://rottentomatoes.com/m/viy
Zinda Laash,Khwaja Sarfraz,1967,India & Pakistan,,,,
Any Body...Any Way,Charles Romine,1968,United States,,,,
The Astro-Zombies,Ted V. Mikels,1968,United States,,,,
The Blood Beast Terror,Vernon Sewell,1968,United Kingdom,,,,
Curse of the Crimson Altar,Vernon Sewell,1968,United Kingdom,,,,
The Devil Rides Out,Terence Fisher,1968,United Kingdom,94,76%,https://resizing.flixster.com/6msf0_5gIEkJgaeJvbrun8xSleI=/206x305/v1.bTsxMTYxNDE4NTtqOzE3MzI0OzEyMDA7MzE5OzQ3NQ,https://rottentomatoes.com/m/devil_rides_out
Dracula Has Risen from the Grave,Freddie Francis,1968,United Kingdom,,,,
Enigma of Death,Federico Curiel,1968,Mexico,,,,
Fangs of the Living Dead,Amando de Ossorio,1968,Spain & Italy,,,,
Fear Chamber,Juan Iba&ntilde;ez,1968,Mexico,,,,
Genocide,Kazui Nihonmatsu,1968,Japan,,31%,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/genocide_1968
The Ghastly Ones,Andy Milligan,1968,United States,,31%,https://resizing.flixster.com/m5U1kHlJhKrcUzE24g3SQG2H8Us=/206x305/v1.bTsxMjE5MTg0NztqOzE3Mjg2OzEyMDA7MjE0OzMwMA,https://rottentomatoes.com/m/the_ghastly_ones
"Goke, Body Snatcher from Hell",Hajime Sato,1968,Japan,,52%,https://resizing.flixster.com/pZD9b--hODoY9Wpx7U_PhAxKJcA=/206x305/v1.bTsxMDkzNzI4MTtqOzE3MzE2OzEyMDA7MzYwOzUyMQ,https://rottentomatoes.com/m/goke_body_snatcher_from_hell
The Green Slime,Kinji Fukasaku,1968,United States & Japan,,,,
Hour of the Wolf,Ingmar Bergman,1968,Sweden,88,86%,https://resizing.flixster.com/NV0QhvGN4nSbAWcCjKnKCCtldBg=/206x305/v1.bTsxMTI5NDE1MDtqOzE3MzIwOzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/hour_of_the_wolf
House of Evil,Juan Iba&ntilde;ez,1968,Mexico,,,,
The Joy of Torture,Teruo Ishii,1968,Japan,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/the_joy_of_torture_1968
Kong Island,Roberto Mauri,1968,Spain & Italy,,5%,https://resizing.flixster.com/hTfnlnxDoKIP1iy_riLUYYoZXVM=/206x305/v1.bTsxMjE5MTg3NTtqOzE3Mjg2OzEyMDA7OTk7MTM5,https://rottentomatoes.com/m/kong_island
Kuroneko,Kaneto Shindo,1968,Japan,94,83%,https://resizing.flixster.com/AWyLaqMFQXCIaAoSV0xEwCxZLl4=/206x305/v1.bTsxMTYyMjk3MDtqOzE3MzI0OzEyMDA7NjY2Ozk1Mg,https://rottentomatoes.com/m/kuroneko
The Living Skeleton,Hiroshi Matsuno,1968,Japan,,,,
The Mad Doctor of Blood Island,Eddie Romero,1968,United States & Philippines,,,,
Mantis in Lace,William Rostler,1968,United States,,40%,https://resizing.flixster.com/D4HZjCcAs7Oh-hwXds8Y9EJzH_E=/206x305/v1.bTsxMTYxNTQ3MjtqOzE3MzI0OzEyMDA7NzMwOzEwMDY,https://rottentomatoes.com/m/mantis_in_lace
The Mark of the Werewolf,Enrique L&oacute;pez Eguiluz,1968,Spain,,,,
Night of the Living Dead,George A. Romero,1968,United States,96,87%,https://resizing.flixster.com/sPB9fmtRyiworOZTjUIn-T7r3Ks=/206x305/v1.bTsxMTI5NDk0MjtqOzE3MzIwOzEyMDA7MTE5NDsxNTky,https://rottentomatoes.com/m/night_of_the_living_dead
Nights of the Werewolf,Ren&eacute; Govar,1968,Spain & France,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/las-noches-del-hombre-lobo-nights-of-the-werewolf-the-nights-of-the-wolf-man
Queen of the Vampires,Jean Rollin,1968,France,,,,
Rosemary's Baby,Roman Polanski,1968,United States,99,87%,https://resizing.flixster.com/I6dKLqbULLy04lZa_S4dOPIglpg=/206x305/v1.bTsxMTE2NTUxNjtqOzE3MzE5OzEyMDA7ODAwOzExODQ,https://rottentomatoes.com/m/rosemarys_baby
Satanik,Piero Vivarelli,1968,Italy & Spain,,,,
Snake Woman's Curse,Nobuo Nakagawa,1968,Japan,,50%,https://resizing.flixster.com/_6YlYE4A-7sH3CJ1i1zvuHqJga8=/206x305/v1.bTsxMDg3MzUxNDtqOzE3MzE1OzEyMDA7MTA1OzE0OQ,https://rottentomatoes.com/m/snake_womans_curse
Snow Ghost,Tokuzo Tanaka,1968,Japan,,,https://resizing.flixster.com/bBk7mXER4sjllE1qkO5cgnSUNE0=/206x305/v1.bTsxMTE1MjIzMztqOzE3MzE5OzEyMDA7MTUwOzIyNQ,https://rottentomatoes.com/m/kaidan_yuki_joro
Spider Baby,Jack Hill,1968,United States,100,77%,https://resizing.flixster.com/mftE1iJmtmsaaK3PcTYqpVr1zI0=/206x305/v1.bTsxMTIwNTE5MjtqOzE3MzE5OzEyMDA7MTUxNTsyMDIw,https://rottentomatoes.com/m/spider_baby
Spirits of the Dead,Federico Fellini,1968,France & Italy,,,,
The Strange World of Coffin Joe,Jos&eacute; Mojica Marins,1968,Brazil,,,,
A Tale of Peonies and Lanterns,Satsuo Yamamoto,1968,Japan,,,,
Trilogy of Terror,Jose Mojica Marins,1968,Brazil,,,,
Twisted Nerve,Roy Boulting,1968,United Kingdom,,,,
Witchfinder General,Michael Reeves,1968,United Kingdom,,,,
La bambola di Satana,"<span class=""sortkey"">Casapinta, Ferruccio</span><span class=""vcard""><span class=""fn"">Ferruccio Casapinta</span></span>",1969,Italy,,,,
Blind Beast,Yasuzo Masumura,1969,Japan,,79%,https://resizing.flixster.com/ELMmgHyrZcaazDbQHScAxJuNG6E=/206x305/v1.bTsxMTYxNzgzODtqOzE3MzI0OzEyMDA7MzMzOzQ3NQ,https://rottentomatoes.com/m/blind_beast
Blood of Dracula's Castle,Al Adamson,1969,United States,,9%,https://resizing.flixster.com/KIbPDsRs_0DlZl74Bjcn50QWczY=/206x305/v1.bTsxMTIzNTc2MTtqOzE3MzIwOzEyMDA7MjAyMTszMDAw,https://rottentomatoes.com/m/blood_of_draculas_castle
The Corpse,Viktors Ritelis,1969,United Kingdom,,,,
Eye of the Cat,David Lowell Rich,1969,United States,,33%,https://resizing.flixster.com/gzkrNdk4stZ9Xznm0eQhLBR4hd8=/206x305/v1.bTsxMTYxODY3NTtqOzE3MzI0OzEyMDA7NDkyOzc1NQ,https://rottentomatoes.com/m/eye_of_the_cat
Frankenstein Must Be Destroyed,Terence Fisher,1969,United Kingdom,50,69%,https://resizing.flixster.com/EgKzMB7bIQaUKeSQ50sS1-BCCCE=/206x305/v1.bTsxMjE4NDk4ODtqOzE3Mjg2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/frankenstein_must_be_destroyed
The Haunted House of Horror,Michael Armstrong,1969,United Kingdom,,,,
Hiroku Kaibyoden,Tokuzo Tanaka,1969,Japan,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/hiroku_kaibyoden
Horrors of Malformed Men,Teruo Ishii,1969,Japan,,56%,https://resizing.flixster.com/S51As1LSVhZ9tkfDQLAwDdxOG5c=/206x305/v1.bTsxMjExMTMzOTtqOzE3Mjg1OzEyMDA7MTUwOzIxNA,https://rottentomatoes.com/m/horrors_of_malformed_men
The House That Screamed,Narciso Ib&aacute;&ntilde;ez Serrador,1969,Spain,,,,
Inferno of Torture,Teruo Ishii,1969,Japan,,40%,https://resizing.flixster.com/6zkf1toJggCbs-qfvH7A95Yl0aY=/206x305/v1.bTsxMDg3MDgwMTtqOzE3MzE1OzEyMDA7MTY5OzI0MA,https://rottentomatoes.com/m/tokugawa-irezumishi-seme-jigoku-inferno-of-torture-hells-tattooers
It's Alive!,Larry Buchanan,1969,United States,,,,
The Monsters of Terror,Tulio Demicheli,1969,Spain & Italy & West Germany,,,,
Night of Bloody Horror,"Joy N. Houck, Jr.",1969,United States,,,,
Nightmare in Wax,Bud Townsend,1969,United States,,6%,https://resizing.flixster.com/2_kmcU1yEN10R3JTOxu0lXQBsSU=/206x305/v1.bTsxMTU1NDk4MDtqOzE3MzIzOzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/nightmare_in_wax
The Nude Vampire,Jean Rollin,1969,France & Italy,,44%,https://resizing.flixster.com/qPfI7ReDAoH_24xQUeCFskche9Y=/206x305/v1.bTsxMjE4MTQ1NztqOzE3Mjg1OzEyMDA7MTQ0OzE4NA,https://rottentomatoes.com/m/nude_vampire
The Oblong Box,Gordon Hessler,1969,United Kingdom & United States,57,35%,https://resizing.flixster.com/L263eTjZ495FUC4n2Ab5Zw4sPbw=/206x305/v1.bTsxMjEwOTg3NTtqOzE3Mjg1OzEyMDA7MTIwOzIxNA,https://rottentomatoes.com/m/oblong_box
Rote lippen,Jes&uacute;s Franco,1969,West Germany & Spain,,23%,https://resizing.flixster.com/GZetl9X8JHoy9rZjQrg-QzLBhsk=/206x305/v1.bTsxMjE5MTQ5ODtqOzE3Mjg2OzEyMDA7MTEwOzE1MA,https://rottentomatoes.com/m/rote-lippen-sadisterotica-red-lipssadist-eroticatwo-undercover-angels
